Response,Effective To Date,Customer,State,Education,EmploymentStatus,Gender,Income,Location Code,Marital Status,Number of Open Complaints,Months Since Last Claim,Coverage,Monthly Premium Auto,Policy Type,Policy,Months Since Policy Inception,Number of Policies,Renew Offer Type,Vehicle Class,Vehicle Size,Sales Channel,Total Claim Amount,Customer Lifetime Value
0,1/25/11,EI89831,Nevada,Bachelor,Employed,F,96961,Rural,Married,0,24,Basic,64,Corporate Auto,Corporate L3,99,2,Offer4,Two-Door Car,Medsize,Call Center,81.377259,7743.918426
0,1/26/11,ZY57929,Arizona,College,Employed,F,32799,Suburban,Divorced,0,7,Basic,104,Personal Auto,Personal L2,27,3,Offer1,SUV,Medsize,Agent,499.2,8169.746083
0,2/27/11,KI70852,Nevada,Bachelor,Unemployed,F,0,Suburban,Single,0,12,Basic,101,Personal Auto,Personal L3,38,1,Offer1,SUV,Small,Call Center,1201.085226,3569.864625
1,2/27/11,WD38067,California,Bachelor,Employed,F,72540,Suburban,Married,0,7,Extended,88,Personal Auto,Personal L2,3,2,Offer2,Two-Door Car,Medsize,Call Center,631.743039,10656.88195
0,1/14/11,NQ45562,California,Master,Employed,M,35173,Rural,Married,2,24,Premium,180,Personal Auto,Personal L2,9,1,Offer1,Sports Car,Medsize,Agent,415.331869,7092.635635
0,2002-01-11,RU75129,Washington,High School or Below,Employed,F,65431,Suburban,Married,0,7,Basic,69,Personal Auto,Personal L2,90,1,Offer4,Four-Door Car,Medsize,Call Center,331.2,2777.341885
0,1/15/11,KC16062,Arizona,High School or Below,Unemployed,F,0,Suburban,Married,0,20,Basic,100,Corporate Auto,Corporate L3,48,6,Offer1,SUV,Small,Agent,480,7550.41865
0,2001-03-11,VK57280,Washington,Bachelor,Unemployed,M,0,Suburban,Single,0,23,Basic,72,Personal Auto,Personal L2,7,3,Offer2,Four-Door Car,Medsize,Call Center,345.6,4727.354548
0,2002-02-11,AP90638,Arizona,High School or Below,Unemployed,M,0,Suburban,Single,0,35,Extended,84,Personal Auto,Personal L1,42,2,Offer4,Four-Door Car,Medsize,Call Center,604.8,14274.55485
0,1/24/11,GF12712,California,High School or Below,Employed,F,40672,Suburban,Divorced,0,28,Extended,121,Corporate Auto,Corporate L3,99,3,Offer1,SUV,Medsize,Call Center,580.8,9559.340024
1,2002-03-11,QQ26855,California,High School or Below,Employed,F,52583,Urban,Single,0,12,Basic,113,Personal Auto,Personal L3,59,7,Offer1,SUV,Small,Agent,528.20086,8879.790017
0,2002-01-11,ZJ90079,Arizona,College,Employed,F,64816,Suburban,Married,0,30,Basic,69,Corporate Auto,Corporate L2,33,7,Offer3,Four-Door Car,Small,Agent,331.2,5525.470004
0,2/20/11,CE75354,California,Bachelor,Employed,F,36685,Suburban,Married,0,15,Basic,74,Corporate Auto,Corporate L1,25,5,Offer1,Four-Door Car,Medsize,Branch,355.2,5923.208
0,1/31/11,CP38401,Oregon,High School or Below,Unemployed,M,0,Suburban,Single,3,20,Extended,136,Personal Auto,Personal L2,98,6,Offer1,Sports Car,Medsize,Web,979.2,8501.652884
0,1/13/11,ZZ42291,California,Master,Employed,F,77143,Rural,Married,3,5,Extended,125,Personal Auto,Personal L3,49,2,Offer1,SUV,Small,Agent,176.006384,40235.9731
0,2/23/11,EI57866,Arizona,Master,Employed,M,60942,Urban,Married,0,11,Basic,64,Special Auto,Special L1,56,1,Offer2,Two-Door Car,Large,Call Center,288.205261,2584.824329
0,2001-05-11,KL39986,Arizona,High School or Below,Unemployed,F,0,Suburban,Single,0,12,Basic,61,Personal Auto,Personal L3,77,2,Offer3,Two-Door Car,Medsize,Branch,366.604732,19278.81715
1,1/20/11,PL18921,Oregon,Master,Retired,F,21514,Urban,Married,0,0,Basic,62,Personal Auto,Personal L2,59,2,Offer1,Two-Door Car,Medsize,Agent,257.248789,11981.98481
1,1/23/11,SR71068,Washington,High School or Below,Employed,M,25927,Suburban,Single,0,6,Basic,103,Personal Auto,Personal L3,20,1,Offer2,SUV,Medsize,Web,674.973614,3933.813993
1,2002-12-11,JM47657,Oregon,High School or Below,Medical Leave,F,25965,Suburban,Divorced,0,23,Basic,65,Personal Auto,Personal L3,27,1,Offer1,Four-Door Car,Medsize,Agent,329.206567,2491.257604
0,1/15/11,JZ54775,Arizona,Bachelor,Employed,F,27688,Suburban,Married,0,8,Extended,92,Personal Auto,Personal L3,86,9,Offer1,Four-Door Car,Small,Agent,572.352362,7431.664369
0,1/23/11,LO57469,Oregon,High School or Below,Employed,F,75490,Rural,Married,0,33,Extended,97,Corporate Auto,Corporate L3,20,7,Offer2,Four-Door Car,Medsize,Agent,43.084332,7865.182898
0,1/15/11,DA99797,Oregon,Bachelor,Employed,F,33871,Suburban,Single,0,2,Extended,136,Personal Auto,Personal L3,23,2,Offer1,SUV,Medsize,Call Center,933.624655,15978.91049
0,2/25/11,WA63124,Nevada,College,Unemployed,F,0,Suburban,Single,2,27,Basic,65,Personal Auto,Personal L1,37,1,Offer3,Four-Door Car,Small,Call Center,468,2113.85703
0,1/19/11,YV97407,California,College,Employed,M,85470,Suburban,Single,0,23,Basic,109,Personal Auto,Personal L2,31,6,Offer1,SUV,Medsize,Agent,523.2,8661.735884
0,2/28/11,UQ71296,Washington,College,Employed,M,97095,Urban,Married,0,4,Basic,70,Personal Auto,Personal L1,8,5,Offer4,Four-Door Car,Large,Branch,208.035411,5625.307768
0,2/13/11,LY14687,Washington,College,Employed,F,73604,Rural,Married,0,15,Basic,114,Personal Auto,Personal L2,89,1,Offer1,SUV,Medsize,Agent,184.222768,4592.150374
0,1/29/11,AM32820,California,Bachelor,Unemployed,M,0,Suburban,Single,0,13,Basic,112,Personal Auto,Personal L2,33,1,Offer2,SUV,Medsize,Agent,1082.898726,3709.919724
0,2001-11-11,ZP47993,California,Bachelor,Employed,F,40646,Suburban,Married,0,22,Premium,103,Personal Auto,Personal L3,6,8,Offer2,Four-Door Car,Medsize,Web,494.4,8208.929715
1,2002-05-11,WN13366,Arizona,High School or Below,Employed,F,74454,Suburban,Single,0,25,Basic,71,Personal Auto,Personal L3,29,3,Offer2,Four-Door Car,Medsize,Call Center,340.8,5595.389905
0,2002-12-11,MK87221,Arizona,High School or Below,Medical Leave,F,18168,Suburban,Married,0,25,Extended,87,Personal Auto,Personal L2,50,1,Offer2,Two-Door Car,Medsize,Agent,417.6,3413.62256
0,2/28/11,BC77846,Nevada,High School or Below,Unemployed,M,0,Suburban,Married,0,4,Extended,89,Personal Auto,Personal L2,86,7,Offer3,Two-Door Car,Medsize,Agent,614.572672,6325.030596
0,1/27/11,YL27602,Oregon,Master,Unemployed,M,0,Suburban,Single,2,4,Basic,66,Personal Auto,Personal L3,6,2,Offer1,Four-Door Car,Large,Agent,316.8,6393.874612
0,1/26/11,QS70017,Arizona,Bachelor,Employed,M,43597,Suburban,Married,0,20,Premium,110,Personal Auto,Personal L3,24,6,Offer1,Two-Door Car,Medsize,Agent,528,8738.401013
0,2/25/11,PZ80067,Oregon,High School or Below,Unemployed,M,0,Suburban,Divorced,0,15,Premium,140,Personal Auto,Personal L2,87,1,Offer3,SUV,Small,Branch,672,4836.394361
0,2/15/11,FV62588,Oregon,High School or Below,Employed,M,66825,Rural,Married,0,11,Basic,69,Personal Auto,Personal L3,47,2,Offer4,Four-Door Car,Medsize,Agent,70.031111,24967.75842
0,2/26/11,IN56924,California,High School or Below,Unemployed,F,0,Suburban,Single,5,1,Basic,62,Personal Auto,Personal L3,9,2,Offer2,Four-Door Car,Medsize,Agent,297.6,5409.955926
0,2/16/11,IX67925,California,Bachelor,Unemployed,M,0,Suburban,Single,1,13,Basic,74,Personal Auto,Personal L2,42,1,Offer4,Four-Door Car,Medsize,Branch,532.8,2344.233188
0,2/26/11,IS58553,Oregon,High School or Below,Employed,F,22448,Suburban,Married,0,20,Extended,126,Personal Auto,Personal L3,32,2,Offer1,SUV,Medsize,Branch,604.8,15173.96841
0,1/17/11,AB78984,Oregon,College,Employed,M,42596,Rural,Single,0,8,Extended,96,Personal Auto,Personal L1,82,2,Offer1,Four-Door Car,Medsize,Web,42.293622,11124.20636
0,1/20/11,WN13947,Oregon,Bachelor,Unemployed,M,0,Suburban,Single,0,3,Basic,70,Corporate Auto,Corporate L3,35,5,Offer2,Four-Door Car,Small,Agent,646.785442,4863.266809
0,2001-09-11,VA91846,Arizona,College,Employed,M,97868,Urban,Married,1,5,Basic,70,Special Auto,Special L2,22,3,Offer3,Two-Door Car,Large,Branch,267.786573,5577.54128
0,2002-09-11,KM58067,California,High School or Below,Employed,F,92921,Rural,Married,0,35,Basic,112,Personal Auto,Personal L2,49,1,Offer2,SUV,Medsize,Call Center,109.28708,4526.94696
0,2001-10-11,EL42453,Washington,Bachelor,Employed,M,41372,Suburban,Married,0,21,Basic,64,Personal Auto,Personal L2,32,1,Offer2,Four-Door Car,Small,Branch,307.2,2519.569496
0,1/27/11,TP10619,California,High School or Below,Medical Leave,F,26660,Suburban,Married,0,23,Basic,63,Personal Auto,Personal L2,40,8,Offer3,Two-Door Car,Medsize,Agent,453.6,4892.422239
0,1/27/11,AH41065,Washington,High School or Below,Employed,M,58851,Suburban,Married,1,11,Extended,79,Personal Auto,Personal L1,33,2,Offer2,Four-Door Car,Medsize,Web,494.187643,18943.26899
1,2/17/11,SS63511,California,High School or Below,Employed,M,95697,Rural,Married,0,29,Basic,107,Corporate Auto,Corporate L3,29,9,Offer2,Sports Car,Medsize,Agent,178.006524,8564.768226
0,1/28/11,NE21279,California,Master,Unemployed,F,0,Suburban,Married,0,16,Basic,112,Personal Auto,Personal L3,12,1,Offer1,SUV,Medsize,Agent,537.6,4419.539523
0,2/26/11,TN71995,Arizona,Bachelor,Unemployed,M,0,Suburban,Divorced,1,4,Extended,84,Personal Auto,Personal L3,52,4,Offer2,Four-Door Car,Large,Agent,403.2,5637.740051
0,1/14/11,OM13505,Washington,Bachelor,Employed,M,81741,Urban,Single,0,10,Basic,64,Corporate Auto,Corporate L2,94,8,Offer1,Four-Door Car,Medsize,Agent,186.448395,5047.483378
0,2002-06-11,KI83797,Oregon,College,Employed,F,48295,Urban,Single,0,25,Basic,63,Personal Auto,Personal L1,96,8,Offer1,Four-Door Car,Medsize,Branch,290.301553,4913.118904
0,1/29/11,SH60585,Nevada,High School or Below,Employed,F,65538,Urban,Married,0,24,Basic,72,Personal Auto,Personal L3,86,3,Offer4,Four-Door Car,Small,Web,261.341223,5799.063709
0,1/15/11,GU33167,Oregon,College,Employed,M,53997,Suburban,Married,0,26,Basic,69,Personal Auto,Personal L3,3,3,Offer1,Four-Door Car,Medsize,Branch,345.158393,5568.984683
1,2001-06-11,BX20846,Oregon,College,Employed,F,93272,Urban,Married,0,3,Extended,95,Personal Auto,Personal L3,54,1,Offer2,Four-Door Car,Medsize,Branch,281.110788,3861.486269
0,2002-05-11,VK69632,California,Bachelor,Employed,F,68899,Rural,Single,0,6,Basic,74,Personal Auto,Personal L3,60,1,Offer2,Two-Door Car,Medsize,Branch,66.103422,2912.913958
0,1/25/11,RU72450,California,Bachelor,Unemployed,M,0,Suburban,Single,0,20,Basic,67,Corporate Auto,Corporate L3,14,2,Offer3,Four-Door Car,Medsize,Branch,321.6,6980.325287
0,2001-04-11,KN15789,Nevada,High School or Below,Unemployed,F,0,Suburban,Single,0,31,Extended,97,Personal Auto,Personal L3,43,7,Offer1,Four-Door Car,Small,Agent,698.4,6769.324811
0,2/20/11,GG29821,Oregon,Bachelor,Employed,M,54950,Urban,Married,0,25,Basic,103,Corporate Auto,Corporate L1,75,7,Offer4,SUV,Medsize,Web,480.578584,8193.555045
1,2/20/11,RN98239,California,High School or Below,Employed,M,96306,Rural,Divorced,1,12,Extended,95,Personal Auto,Personal L1,17,6,Offer1,Four-Door Car,Medsize,Agent,185.355353,7519.133631
0,1/26/11,NE83217,Nevada,Bachelor,Employed,F,70342,Suburban,Single,1,3,Extended,96,Personal Auto,Personal L2,99,1,Offer3,Four-Door Car,Small,Web,685.907341,3746.03079
1,2001-02-11,YU72630,Arizona,High School or Below,Employed,M,72421,Suburban,Married,0,8,Basic,65,Personal Auto,Personal L2,23,1,Offer2,Four-Door Car,Small,Call Center,312,2592.437797
0,2002-06-11,EZ80325,California,Bachelor,Unemployed,F,0,Suburban,Married,3,5,Extended,132,Personal Auto,Personal L2,88,1,Offer1,Sports Car,Large,Branch,950.4,4548.291613
0,1/21/11,CE41738,Oregon,College,Employed,F,77748,Rural,Married,0,1,Basic,72,Personal Auto,Personal L3,51,1,Offer2,Two-Door Car,Medsize,Branch,7.214579,2885.002508
0,2001-02-11,HF15113,Oregon,Bachelor,Disabled,F,19096,Suburban,Divorced,0,17,Basic,64,Personal Auto,Personal L3,5,3,Offer1,Two-Door Car,Medsize,Web,374.8996,4883.551402
0,2/18/11,WZ83320,Arizona,Master,Employed,F,73876,Urban,Married,0,19,Premium,112,Personal Auto,Personal L1,71,8,Offer3,Four-Door Car,Medsize,Web,419.303041,9061.057741
0,1/15/11,XX31571,Washington,High School or Below,Unemployed,M,0,Suburban,Single,0,1,Extended,237,Personal Auto,Personal L1,29,5,Offer3,Luxury Car,Medsize,Agent,1706.4,16728.34386
0,1/16/11,US90854,Oregon,Bachelor,Employed,M,20742,Urban,Single,0,17,Basic,100,Personal Auto,Personal L2,52,2,Offer2,SUV,Medsize,Web,455.851876,11177.7521
0,1/18/11,FX55357,Arizona,College,Employed,M,44804,Suburban,Single,0,15,Basic,114,Corporate Auto,Corporate L3,13,1,Offer4,SUV,Medsize,Branch,778.350073,4364.311891
0,2001-01-11,LR32149,Arizona,Bachelor,Employed,F,52993,Urban,Married,0,16,Basic,64,Personal Auto,Personal L1,86,2,Offer1,Four-Door Car,Medsize,Call Center,304.699889,22940.38215
0,2001-09-11,UK66803,Oregon,Bachelor,Employed,F,49185,Rural,Married,0,11,Basic,61,Corporate Auto,Corporate L3,92,8,Offer3,Two-Door Car,Medsize,Branch,126.950071,4926.282836
0,2002-01-11,VO87159,Oregon,High School or Below,Employed,F,69240,Urban,Single,0,16,Basic,194,Personal Auto,Personal L3,29,2,Offer2,Luxury SUV,Medsize,Branch,744.769131,23086.36478
0,1/22/11,QK23524,Oregon,Bachelor,Employed,F,26877,Suburban,Married,0,5,Extended,131,Personal Auto,Personal L2,2,1,Offer4,SUV,Small,Agent,628.8,5149.301306
0,1/29/11,ZQ37164,Arizona,Bachelor,Employed,F,82828,Urban,Married,1,14,Basic,67,Personal Auto,Personal L2,36,2,Offer4,Four-Door Car,Medsize,Agent,217.472776,8016.747629
0,2002-11-11,FG47217,California,Bachelor,Employed,M,99824,Suburban,Married,0,1,Basic,63,Special Auto,Special L2,56,1,Offer1,Four-Door Car,Medsize,Agent,302.4,2538.857089
0,2002-04-11,FQ46354,California,Bachelor,Employed,M,30352,Rural,Married,0,21,Extended,89,Personal Auto,Personal L2,13,2,Offer1,Four-Door Car,Medsize,Web,146.110685,10498.92645
0,2002-08-11,AG56998,Oregon,College,Unemployed,M,0,Suburban,Married,0,7,Basic,69,Corporate Auto,Corporate L3,68,1,Offer2,Two-Door Car,Medsize,Branch,331.2,2448.646138
1,2/14/11,KG23128,Oregon,Bachelor,Retired,M,27681,Suburban,Married,0,13,Extended,83,Personal Auto,Personal L3,62,9,Offer2,Two-Door Car,Medsize,Agent,398.4,6057.07208
0,2002-10-11,NX34811,Nevada,Bachelor,Employed,F,85478,Rural,Married,0,29,Premium,103,Personal Auto,Personal L1,15,6,Offer1,Two-Door Car,Medsize,Call Center,224.159416,8295.837442
0,2001-03-11,PY79729,Oregon,High School or Below,Employed,F,94310,Suburban,Divorced,4,1,Basic,70,Corporate Auto,Corporate L3,76,1,Offer4,Four-Door Car,Small,Agent,430.769347,2786.661219
1,2002-01-11,VJ64329,Oregon,College,Retired,F,13663,Suburban,Single,0,1,Extended,97,Corporate Auto,Corporate L3,66,2,Offer1,Four-Door Car,Small,Branch,465.6,25464.82059
0,2001-06-11,CO71312,Arizona,High School or Below,Disabled,F,10384,Suburban,Married,0,5,Premium,151,Personal Auto,Personal L2,72,5,Offer1,SUV,Medsize,Agent,914.434097,11469.62991
0,2/21/11,VG83453,California,Doctor,Disabled,M,17272,Suburban,Married,0,30,Extended,93,Personal Auto,Personal L2,58,1,Offer4,Two-Door Car,Medsize,Call Center,446.4,3557.368368
0,1/18/11,JD78271,Nevada,College,Employed,F,64367,Rural,Married,0,2,Basic,104,Personal Auto,Personal L2,14,9,Offer3,SUV,Medsize,Call Center,96.431061,8317.302513
0,1/29/11,XM69101,Oregon,Bachelor,Employed,M,47519,Urban,Married,0,21,Extended,96,Personal Auto,Personal L1,2,4,Offer2,Two-Door Car,Medsize,Branch,245.248248,7601.951104
0,1/16/11,HK30754,Arizona,College,Medical Leave,M,26263,Suburban,Divorced,0,11,Extended,85,Special Auto,Special L2,31,2,Offer4,Two-Door Car,Large,Agent,475.159732,9426.971158
0,1/17/11,WJ47053,Oregon,Bachelor,Unemployed,M,0,Suburban,Single,0,30,Basic,63,Personal Auto,Personal L3,34,2,Offer1,Two-Door Car,Medsize,Call Center,556.85728,6418.849149
0,1/13/11,HX36471,California,High School or Below,Unemployed,F,0,Suburban,Single,0,2,Extended,93,Personal Auto,Personal L3,70,9,Offer2,Two-Door Car,Medsize,Branch,855.341729,6788.084852
0,2/18/11,HS66275,California,High School or Below,Employed,F,77309,Suburban,Married,0,22,Extended,83,Personal Auto,Personal L2,6,1,Offer4,Two-Door Car,Small,Agent,596.320943,3358.660979
0,2001-10-11,MB75636,Oregon,College,Employed,F,50876,Urban,Married,0,13,Basic,61,Personal Auto,Personal L2,60,1,Offer1,Four-Door Car,Medsize,Agent,171.248196,2439.930981
0,2002-03-11,KB35786,Oregon,Bachelor,Medical Leave,M,20284,Suburban,Single,1,14,Basic,65,Personal Auto,Personal L2,84,3,Offer1,Four-Door Car,Medsize,Agent,532.806637,4505.85011
0,2001-03-11,LX42787,California,College,Retired,M,22567,Suburban,Single,0,6,Basic,69,Personal Auto,Personal L2,12,1,Offer4,Four-Door Car,Large,Branch,496.8,2309.596399
0,1/27/11,SS34897,California,Bachelor,Employed,M,63546,Rural,Married,0,1,Basic,64,Personal Auto,Personal L2,53,1,Offer3,Four-Door Car,Medsize,Call Center,131.813652,2541.523959
0,1/22/11,ZQ92997,Nevada,High School or Below,Unemployed,M,0,Suburban,Single,0,0,Extended,89,Personal Auto,Personal L3,12,5,Offer1,Four-Door Car,Medsize,Call Center,640.8,6414.081362
0,2001-12-11,OB66874,Oregon,College,Employed,F,28137,Suburban,Married,0,23,Basic,65,Personal Auto,Personal L1,2,1,Offer3,Two-Door Car,Large,Web,312,2585.206268
0,2/28/11,LE74625,California,Master,Medical Leave,M,22608,Suburban,Married,0,5,Extended,77,Personal Auto,Personal L1,10,1,Offer2,Four-Door Car,Small,Agent,369.6,2961.31408
1,2001-03-11,QN60028,California,Bachelor,Employed,M,92296,Suburban,Married,0,4,Basic,69,Corporate Auto,Corporate L2,65,1,Offer2,Two-Door Car,Medsize,Agent,331.2,2759.978287
0,2002-10-11,GV19121,Oregon,College,Unemployed,M,0,Suburban,Single,5,9,Basic,69,Personal Auto,Personal L3,72,3,Offer4,Two-Door Car,Large,Branch,331.2,3341.6835
1,2/26/11,PS43764,Washington,High School or Below,Medical Leave,M,12430,Suburban,Single,0,22,Basic,73,Special Auto,Special L2,13,4,Offer2,Four-Door Car,Medsize,Call Center,350.4,5169.49937
0,2002-11-11,YW60802,Oregon,High School or Below,Unemployed,F,0,Suburban,Single,0,19,Basic,116,Personal Auto,Personal L1,99,1,Offer1,SUV,Small,Web,1301.796063,4117.37239
0,2/27/11,UI80897,Washington,High School or Below,Employed,M,50470,Suburban,Divorced,0,1,Basic,71,Corporate Auto,Corporate L2,87,8,Offer4,Two-Door Car,Large,Call Center,377.498287,5552.596353
1,2/28/11,VV35420,Arizona,High School or Below,Employed,M,44788,Suburban,Married,0,6,Basic,61,Personal Auto,Personal L1,48,2,Offer2,Four-Door Car,Small,Agent,386.031248,7285.030983
0,2001-02-11,RW61528,Nevada,College,Employed,F,52423,Suburban,Single,1,2,Premium,119,Corporate Auto,Corporate L1,80,2,Offer1,Four-Door Car,Medsize,Web,571.2,13916.93446
0,2001-04-11,LT60268,Nevada,College,Employed,F,29696,Urban,Single,0,17,Extended,139,Personal Auto,Personal L3,41,3,Offer3,SUV,Medsize,Call Center,478.107847,11044.42715
0,2/25/11,VA77345,Oregon,College,Employed,F,26884,Urban,Married,0,11,Extended,89,Special Auto,Special L2,84,1,Offer4,Four-Door Car,Medsize,Call Center,238.132215,3531.039178
0,2001-09-11,WG15595,California,College,Employed,M,64388,Suburban,Married,0,12,Basic,69,Personal Auto,Personal L3,51,1,Offer1,Two-Door Car,Small,Agent,331.2,2759.618207
0,2001-03-11,FZ45665,Oregon,Bachelor,Unemployed,F,0,Suburban,Single,0,13,Basic,61,Personal Auto,Personal L3,37,2,Offer1,Four-Door Car,Medsize,Agent,292.8,6500.409697
1,1/20/11,MM90239,Oregon,High School or Below,Employed,M,34498,Suburban,Single,0,30,Extended,83,Personal Auto,Personal L1,72,7,Offer2,Two-Door Car,Small,Branch,398.4,6369.262355
0,2002-09-11,UG18431,Arizona,Bachelor,Employed,M,73060,Suburban,Married,0,9,Basic,108,Special Auto,Special L3,78,2,Offer2,SUV,Medsize,Call Center,518.4,13083.48622
0,1/29/11,BE78308,Oregon,Bachelor,Unemployed,M,0,Suburban,Single,0,8,Basic,63,Personal Auto,Personal L1,83,1,Offer1,Two-Door Car,Medsize,Branch,453.6,2150.906016
0,2/18/11,EM29019,Arizona,Bachelor,Employed,F,61337,Rural,Married,0,35,Basic,105,Personal Auto,Personal L2,46,9,Offer1,SUV,Medsize,Call Center,2.54009,8447.888167
0,2001-11-11,SK37917,Nevada,College,Unemployed,M,0,Suburban,Single,0,28,Basic,73,Corporate Auto,Corporate L2,8,3,Offer3,Two-Door Car,Medsize,Agent,350.4,5075.420953
0,2002-08-11,DD68171,Arizona,Bachelor,Employed,F,59496,Rural,Married,0,22,Extended,88,Personal Auto,Personal L3,64,1,Offer1,Four-Door Car,Medsize,Agent,189.144728,3527.851585
0,1/18/11,NF20746,Oregon,Bachelor,Unemployed,F,0,Suburban,Single,0,4,Basic,180,Personal Auto,Personal L1,45,6,Offer2,Luxury Car,Medsize,Agent,1474.267145,13061.51639
0,1/31/11,PY48656,Arizona,Master,Employed,F,37813,Rural,Married,1,4,Extended,78,Corporate Auto,Corporate L2,26,5,Offer1,Four-Door Car,Medsize,Agent,39.781368,6259.510365
0,1/24/11,AO42003,Oregon,College,Employed,F,55907,Suburban,Married,0,23,Basic,104,Corporate Auto,Corporate L1,64,2,Offer1,SUV,Large,Agent,499.2,16681.32634
0,2002-05-11,DK41858,Arizona,College,Employed,F,80480,Urban,Married,0,6,Basic,72,Personal Auto,Personal L3,55,7,Offer3,Four-Door Car,Medsize,Agent,242.842607,5791.610721
0,1/20/11,TY20016,Oregon,Bachelor,Employed,M,72734,Urban,Married,0,7,Basic,66,Personal Auto,Personal L3,96,2,Offer4,Two-Door Car,Large,Web,195.218968,7980.488637
0,1/27/11,OH76118,Washington,High School or Below,Unemployed,F,0,Rural,Married,0,27,Basic,72,Personal Auto,Personal L2,60,1,Offer1,Four-Door Car,Medsize,Web,22.326388,2767.499996
0,2001-06-11,IZ79227,Arizona,Bachelor,Employed,M,36548,Suburban,Married,0,10,Extended,76,Personal Auto,Personal L1,95,1,Offer2,Four-Door Car,Small,Agent,547.2,2975.256549
0,1/28/11,HN10814,Arizona,Master,Employed,M,62113,Rural,Married,0,1,Basic,104,Personal Auto,Personal L3,0,1,Offer2,SUV,Medsize,Web,5.894778,4178.586494
0,1/30/11,OD25312,Arizona,College,Unemployed,M,0,Suburban,Single,0,7,Basic,67,Personal Auto,Personal L3,75,5,Offer3,Four-Door Car,Medsize,Agent,747.458052,4734.257944
