ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Customer_rating
5174,F,Ship,3,211,3,medium,M,7,5185,0,0
5175,A,Ship,5,266,3,medium,F,4,4195,0,0
5176,B,Ship,5,222,2,low,F,2,5953,1,0
5177,C,Ship,5,241,4,high,M,6,4412,1,0
5178,F,Ship,3,226,4,medium,F,8,5225,0,0
5179,D,Ship,3,254,3,medium,M,3,4072,0,1
5180,F,Road,4,222,3,medium,F,8,4950,0,1
5181,A,Road,4,148,3,medium,F,5,4892,0,0
5182,B,Road,4,194,3,medium,M,3,5916,1,0
5183,C,Road,4,177,2,high,F,7,5599,1,0
5184,F,Road,2,150,3,low,F,6,5854,1,0
5185,D,Road,3,111,2,low,F,4,4245,1,0
5186,F,Road,5,172,3,low,F,3,5064,1,0
5187,A,Road,4,234,3,low,M,3,5438,0,1
5188,B,Road,5,257,4,medium,M,10,5180,1,1
5189,C,Road,3,221,3,high,M,3,5005,1,0
5190,F,Road,5,171,5,medium,F,8,4699,0,0
5191,D,Road,4,231,2,low,F,4,5825,0,0
5192,F,Road,5,187,4,medium,F,9,5326,0,1
5193,A,Road,5,233,3,low,M,8,5076,1,0
5194,B,Road,4,268,6,medium,F,3,4834,0,0
5195,C,Road,4,262,3,low,F,9,4941,0,0
5196,F,Road,3,284,10,low,M,8,4562,1,0
5197,D,Road,3,259,3,medium,F,5,4664,0,0
5198,F,Road,3,221,10,medium,M,10,5473,0,0
5199,A,Road,5,271,4,high,F,6,4547,1,1
5200,B,Road,5,249,3,high,F,2,4397,1,0
5201,C,Road,5,259,3,medium,F,5,4315,0,1
5202,F,Flight,3,176,3,low,M,5,5316,1,0
5203,D,Flight,4,139,3,low,M,6,4942,1,0
5204,F,Flight,3,243,3,medium,F,8,4959,0,0
5205,A,Flight,5,248,3,medium,M,5,5946,0,0
5206,B,Flight,3,247,3,low,F,4,5891,1,1
5207,C,Flight,5,230,10,high,M,10,5619,1,1
5208,F,Flight,5,134,3,high,M,8,5016,0,0
5209,D,Flight,4,184,3,low,F,8,4667,0,0
5210,F,Flight,4,263,3,medium,F,6,5445,0,1
5211,A,Flight,5,121,5,high,F,4,4814,0,0
5212,B,Flight,3,160,3,medium,M,3,5807,0,0
5213,C,Flight,4,229,4,medium,M,3,5340,0,0
5214,F,Flight,7,306,4,medium,M,4,1739,1,0
5215,D,Flight,6,291,4,low,M,8,1019,0,0
5216,F,Flight,6,292,4,low,F,10,1321,1,0
5217,A,Flight,6,293,5,low,M,2,1494,0,0
5218,B,Flight,6,275,4,low,M,9,1585,0,0
5219,C,Flight,6,274,4,low,M,2,1833,1,0
5220,F,Flight,7,310,4,low,F,5,1975,0,1
5221,D,Flight,6,292,4,low,F,10,1270,0,0
5222,F,Flight,6,256,5,low,M,10,1686,0,1
5223,A,Flight,4,234,3,low,M,5,5213,0,1
5224,B,Ship,5,257,4,medium,M,1,4924,0,0
5225,C,Ship,3,221,3,high,M,1,4948,0,0
5226,F,Ship,5,171,5,medium,F,2,5921,1,0
5227,D,Ship,4,231,2,low,F,1,5917,1,0
5228,F,Ship,5,187,4,medium,F,8,5164,0,0
5229,A,Ship,5,233,3,low,M,10,5289,0,0
5230,B,Ship,4,268,6,medium,M,2,4348,0,0
5231,C,Ship,4,262,3,low,M,9,4404,1,0
5232,F,Ship,3,284,10,low,M,5,5479,0,0
5233,D,Ship,3,259,3,medium,F,4,4259,0,0
5234,F,Ship,3,221,10,medium,F,7,5743,1,1
5235,A,Ship,5,271,4,high,M,10,4305,1,1
5236,B,Ship,5,249,3,high,F,8,5000,1,0
5237,C,Ship,5,259,3,medium,F,1,4608,0,1
5238,F,Ship,3,176,3,low,F,7,4276,0,0
5239,D,Ship,4,139,3,low,F,1,5502,1,0
5240,F,Ship,3,243,3,medium,F,2,5827,1,0
5241,A,Ship,5,248,3,medium,M,10,5567,1,0
5242,B,Ship,3,247,3,low,M,6,4873,0,0
5243,C,Ship,5,230,10,high,F,3,5391,0,1
5244,F,Ship,5,134,3,high,F,5,5783,1,1
5245,D,Ship,4,184,3,low,M,10,4931,0,0
5246,F,Ship,4,263,3,medium,M,10,4680,0,0
5247,A,Ship,5,121,5,high,F,4,5833,0,0
5248,B,Ship,3,160,3,medium,F,4,5132,0,0
5249,C,Ship,4,229,4,medium,F,2,5378,1,0
5250,F,Ship,7,306,4,medium,F,2,1281,0,1
5251,D,Ship,6,291,4,low,F,7,1046,0,0
5252,F,Ship,6,292,4,low,M,9,1056,1,0
5253,A,Ship,6,293,5,low,F,1,1278,0,1
5254,B,Ship,6,275,4,low,M,10,1266,1,0
5255,C,Ship,6,274,4,low,M,10,1174,0,0
5256,F,Ship,7,310,4,low,M,4,1806,0,0
5257,D,Ship,6,292,4,low,F,10,1969,1,1
5258,F,Ship,6,275,4,low,F,5,1228,0,0
5259,A,Ship,7,310,4,medium,M,8,1860,1,0
5260,B,Ship,7,281,4,low,M,8,1987,1,1
5261,C,Ship,6,256,4,low,M,5,1033,1,1
5262,F,Ship,6,304,4,low,F,2,1749,0,0
5263,D,Ship,6,285,4,medium,M,6,1582,0,0
5264,F,Ship,7,283,5,low,M,6,1882,1,0
5265,A,Ship,6,304,4,low,F,4,1236,1,0
5266,B,Ship,6,282,4,medium,M,3,1661,0,0
5267,C,Ship,6,304,5,medium,M,6,1178,1,0
5268,F,Ship,6,301,5,medium,M,3,1844,1,0
5269,D,Ship,7,296,4,low,F,6,1005,1,0
5270,F,Ship,6,264,4,low,M,1,1660,1,0
5271,A,Ship,6,306,4,low,F,6,1461,0,0
5272,B,Ship,7,243,4,medium,F,6,1362,1,0
5273,C,Ship,6,286,4,low,M,9,1418,0,0
5274,F,Ship,6,247,4,medium,M,1,1668,0,0
5275,D,Ship,7,292,5,low,M,5,1932,1,1
5276,F,Ship,6,281,2,medium,F,9,1715,1,0
5277,A,Ship,6,294,4,low,M,4,1302,0,1
5278,B,Ship,5,279,4,low,F,3,1499,0,0
5279,C,Ship,6,298,4,medium,M,9,1629,0,0
5280,F,Ship,6,248,4,low,F,6,1997,1,0
5281,D,Ship,6,261,4,low,F,3,1217,1,1
5282,F,Ship,5,136,2,low,M,3,1370,0,0
5283,A,Ship,6,259,5,medium,F,1,1271,0,0
5284,B,Ship,6,292,4,medium,F,7,1094,1,0
5285,C,Ship,7,305,4,medium,F,6,1873,0,0
5286,F,Ship,6,304,4,low,F,9,1392,0,0
5287,D,Ship,3,218,2,low,M,4,5142,0,1
5288,F,Ship,4,268,3,medium,M,6,4681,1,0
5289,A,Ship,2,110,5,low,M,3,4124,0,0
5290,B,Ship,4,248,3,low,F,1,5198,0,0
5291,C,Ship,4,194,2,medium,M,4,5780,1,0
5292,F,Ship,5,151,2,low,F,10,5643,1,0
5293,D,Ship,3,205,2,low,M,6,4853,0,0
5294,F,Ship,2,275,2,low,F,5,4163,1,0
5295,A,Ship,5,229,2,medium,M,10,5149,0,0
5296,B,Ship,3,169,3,low,F,4,5716,0,0
5297,C,Ship,3,137,5,low,F,8,4980,1,0
5298,F,Ship,3,263,3,medium,F,3,4181,0,0
5299,D,Ship,5,187,3,low,F,1,4181,0,0
5300,F,Ship,4,287,4,low,M,6,5889,0,0
5301,A,Ship,4,134,2,medium,F,5,5230,0,0
5302,B,Ship,5,244,3,medium,F,3,4015,0,0
5303,C,Ship,4,229,2,medium,F,8,5868,0,0
5304,F,Ship,5,203,5,medium,M,2,4845,0,0
5305,D,Ship,4,183,2,medium,F,8,4422,0,1
5306,F,Ship,4,146,2,medium,M,4,4348,1,0
5307,A,Ship,4,252,3,medium,M,1,5676,1,0
5308,B,Ship,3,133,3,medium,M,7,4314,0,1
5309,C,Ship,3,207,3,low,M,7,4816,1,0
5310,F,Ship,3,243,3,medium,M,8,5705,1,0
5311,D,Ship,2,219,4,low,M,7,5573,1,0
5312,F,Ship,3,182,2,low,F,3,5510,1,0
5313,A,Ship,5,257,3,medium,F,5,5084,0,1
5314,B,Ship,4,256,4,medium,M,4,5469,0,0
5315,C,Ship,3,181,4,high,F,1,4971,1,1
5316,F,Ship,3,219,3,medium,M,6,4893,1,0
5317,D,Road,4,227,2,low,M,3,4375,0,0
5318,F,Road,3,232,2,high,F,8,5146,0,1
5319,A,Road,6,143,4,medium,M,4,4401,0,0
5320,B,Road,4,274,3,high,F,7,5517,0,0
5321,C,Road,4,186,3,low,F,2,4430,0,0
5322,F,Road,3,273,3,low,M,3,5163,1,0
5323,D,Road,3,199,3,low,M,7,5258,1,0
5324,F,Road,4,238,3,medium,F,5,4724,1,0
5325,A,Road,4,175,3,medium,F,4,5784,0,0
5326,B,Road,4,252,6,medium,M,2,5476,0,0
5327,C,Road,6,250,3,low,M,5,5621,1,0
5328,F,Road,3,254,2,medium,F,10,5608,0,0
5329,D,Road,2,201,2,high,M,2,5115,0,0
5330,F,Road,5,234,3,high,F,9,5548,0,0
5331,A,Road,4,164,4,low,M,2,5008,0,0
5332,B,Road,4,197,3,low,M,2,4326,0,0
5333,C,Road,4,158,4,medium,M,7,4460,0,0
5334,F,Road,3,158,3,medium,M,4,5335,0,0
5335,D,Road,5,111,4,medium,F,8,4575,0,0
5336,F,Road,5,215,3,low,F,2,4731,1,0
5337,A,Road,6,233,3,medium,F,9,4293,1,0
5338,B,Road,4,204,3,medium,M,8,5614,0,0
5339,C,Flight,2,254,2,low,M,10,5718,1,1
5340,F,Flight,5,162,3,medium,F,1,5537,0,0
5341,D,Flight,4,249,5,low,M,9,4396,0,0
5342,F,Flight,3,151,3,low,F,7,5154,1,0
5343,A,Flight,4,243,2,medium,F,6,4573,0,0
5344,B,Flight,4,181,3,low,M,4,5078,0,0
5345,C,Flight,4,241,2,medium,F,4,5942,1,0
5346,F,Flight,3,175,3,low,M,2,5740,1,0
5347,D,Flight,3,191,2,medium,F,10,5073,0,0
5348,F,Flight,4,260,3,high,M,10,4919,0,1
5349,A,Flight,4,263,4,low,M,9,4390,0,0
5350,B,Flight,4,254,2,low,M,10,4230,1,0
5351,C,Flight,5,103,6,medium,F,2,4860,0,1
5352,F,Flight,5,254,5,medium,F,2,5655,1,0
5353,D,Flight,5,235,2,medium,M,9,5549,0,0
5354,F,Flight,4,167,3,medium,F,1,4621,1,0
5355,A,Flight,4,140,5,medium,F,3,4191,1,1
5356,B,Flight,4,231,3,medium,M,2,4940,0,0
5357,C,Flight,2,144,4,low,F,8,5760,1,0
5358,F,Flight,4,183,2,medium,F,2,4533,1,1
5359,D,Flight,4,149,3,low,F,3,5542,0,0
5360,F,Flight,4,145,2,medium,M,8,5645,1,0
5361,A,Ship,3,223,3,medium,F,4,5062,1,0
5362,B,Ship,4,251,2,low,F,10,4898,1,0
5363,C,Ship,4,240,3,medium,M,9,5170,1,0
5364,F,Ship,4,226,5,low,F,5,4833,0,1
5365,D,Ship,4,200,2,low,M,5,5072,1,0
5366,F,Ship,3,213,3,high,F,4,5996,0,0
5367,A,Ship,3,166,2,low,F,10,5258,0,0
5368,B,Ship,5,203,6,medium,F,7,5289,0,0
5369,C,Ship,3,175,2,medium,M,9,5643,1,0
5370,F,Ship,4,197,3,low,F,6,5826,0,0
5371,D,Ship,4,158,3,medium,M,5,5782,0,0
5372,F,Ship,4,257,2,low,M,7,5325,1,0
5373,A,Ship,3,183,2,medium,F,3,4042,0,0
5374,B,Ship,3,254,2,medium,M,8,4890,1,0
5375,C,Ship,3,219,2,medium,F,10,4390,1,0
5376,F,Ship,3,271,4,low,M,3,5831,1,1
5377,D,Ship,4,236,2,medium,F,5,5266,0,0
5378,F,Ship,5,170,4,high,M,6,5258,1,0
5379,A,Ship,5,203,2,high,F,2,4190,1,0
5380,B,Ship,3,258,3,low,M,5,4314,1,1
5381,C,Ship,4,228,2,low,F,4,4783,1,1
5382,F,Ship,6,251,5,medium,M,8,4877,0,0
5383,D,Ship,3,166,2,medium,M,4,4254,1,0
5384,F,Ship,3,147,3,low,F,4,5042,0,1
5385,A,Ship,5,248,4,medium,F,5,4271,1,0
5386,B,Ship,3,238,4,low,F,7,5254,0,0
5387,C,Ship,4,219,2,medium,M,7,4604,0,0
5388,F,Ship,5,226,3,medium,M,6,4700,1,0
5389,D,Ship,3,211,4,low,M,7,4733,0,0
5390,F,Ship,5,139,3,medium,F,6,5721,0,0
5391,A,Ship,4,137,2,medium,F,2,5804,1,0
5392,B,Ship,4,222,2,medium,M,7,4343,0,0
5393,C,Ship,2,257,2,low,F,1,5331,1,0
5394,F,Ship,5,186,4,medium,M,5,5239,0,0
5395,D,Ship,4,262,3,low,M,4,5085,0,0
5396,F,Ship,4,248,3,low,M,5,4781,1,0
5397,A,Ship,5,245,3,medium,F,5,5663,0,0
5398,B,Ship,5,202,4,low,M,6,5107,0,0
5399,C,Ship,4,279,6,medium,M,2,5405,0,0
5400,F,Ship,5,263,3,medium,M,6,4505,1,0
5401,D,Ship,3,227,4,low,F,9,4647,0,1
5402,F,Ship,5,245,4,high,M,8,4129,1,0
5403,A,Ship,4,142,2,medium,F,7,4594,1,1
5404,B,Ship,5,192,3,medium,F,6,4037,1,0
5405,C,Ship,4,190,4,medium,M,4,4102,1,0
5406,F,Ship,2,146,4,low,M,4,5817,0,0
5407,D,Ship,4,161,2,medium,M,3,4391,1,0
5408,F,Ship,3,192,3,low,F,1,4180,1,0
5409,A,Ship,3,267,3,low,M,5,5528,0,0
5410,B,Ship,5,186,4,medium,F,9,5592,1,1
5411,C,Ship,4,149,5,medium,F,8,4209,0,0
5412,F,Ship,4,246,3,low,M,2,5473,1,0
5413,D,Ship,3,177,4,low,F,3,5527,0,0
5414,F,Ship,4,199,2,low,F,8,4463,0,1
5415,A,Ship,5,247,3,medium,F,3,4698,1,0
5416,B,Ship,4,157,3,medium,F,2,4343,1,1
5417,C,Ship,3,202,3,medium,F,9,4322,0,0
5418,F,Ship,4,150,3,low,M,6,5787,1,0
5419,D,Ship,5,209,2,low,F,3,4348,0,1
5420,F,Ship,5,223,3,low,M,6,5977,0,0
5421,A,Ship,3,234,3,low,F,8,4839,1,0
5422,B,Ship,6,147,3,medium,F,5,4012,0,0
5423,C,Ship,6,201,5,medium,M,3,5771,0,1
5424,F,Ship,5,134,2,low,M,10,5279,1,0
5425,D,Ship,4,229,4,low,F,3,4352,1,0
5426,F,Ship,4,200,4,low,F,3,5583,1,0
5427,A,Ship,4,239,3,low,M,4,4756,0,0
5428,B,Ship,5,237,6,medium,M,2,4541,0,0
5429,C,Ship,5,121,5,medium,F,10,4790,0,0
5430,F,Ship,3,156,3,medium,M,6,5255,1,0
5431,D,Ship,5,195,4,low,F,9,5577,0,0
5432,F,Ship,4,261,3,high,M,9,5515,0,0
5433,A,Ship,2,255,2,medium,M,9,5936,1,0
5434,B,Ship,3,212,4,low,F,9,5791,0,1
5435,C,Ship,4,241,3,low,F,8,5206,1,0
5436,F,Ship,4,266,3,medium,F,4,5928,1,1
5437,D,Ship,4,253,2,low,M,8,5652,0,1
5438,F,Ship,4,192,3,medium,F,10,5190,0,0
5439,A,Ship,4,263,4,medium,M,7,4041,1,0
5440,B,Ship,4,198,6,medium,F,6,5380,0,1
5441,C,Ship,3,225,2,high,M,6,5274,1,0
5442,F,Ship,3,209,2,medium,F,3,4184,0,0
5443,D,Ship,3,222,3,medium,M,3,4068,0,0
5444,F,Ship,3,162,3,medium,F,7,5971,0,0
5445,A,Ship,5,217,2,medium,M,6,5518,0,0
5446,B,Ship,3,252,4,low,F,7,5328,1,1
5447,C,Ship,4,236,3,low,F,4,4248,0,0
5448,F,Ship,4,113,3,medium,F,1,5610,1,0
5449,D,Ship,6,157,6,low,F,9,5354,1,0
5450,F,Ship,5,169,4,low,F,4,5683,0,0
5451,A,Ship,5,268,3,medium,F,9,4152,1,0
5452,B,Ship,4,259,7,medium,M,7,4408,0,0
5453,C,Ship,3,135,7,medium,F,5,4716,0,0
5454,F,Road,4,196,5,low,M,7,5380,0,0
5455,D,Road,5,132,2,high,F,1,4233,0,1
5456,F,Road,3,256,2,medium,F,9,5750,0,1
5457,A,Road,3,240,8,low,M,9,4436,1,1
5458,B,Road,2,225,7,high,M,7,4009,1,0
5459,C,Road,5,205,3,low,F,3,5182,0,0
5460,F,Road,4,146,3,low,F,10,5805,0,0
5461,D,Road,7,281,4,low,F,4,1480,0,0
5462,F,Road,6,256,4,low,F,2,1752,1,0
5463,A,Road,6,304,4,low,M,2,1256,1,0
5464,B,Road,6,285,4,medium,M,9,1180,0,0
5465,C,Road,7,283,5,low,M,8,1578,0,1
5466,F,Road,6,304,4,low,M,6,1890,1,0
5467,D,Road,6,282,4,medium,M,4,1716,0,0
5468,F,Road,6,304,5,medium,F,6,1184,0,0
5469,A,Road,6,301,5,medium,M,3,1628,0,1
5470,B,Road,7,296,4,low,F,10,1230,1,0
5471,C,Road,6,264,4,low,M,1,1039,1,1
5472,F,Road,6,306,4,low,M,9,1595,0,0
5473,D,Road,4,241,3,low,M,4,4493,1,0
5474,F,Road,4,266,3,medium,M,8,4889,0,1
5475,A,Road,4,253,2,low,F,6,5892,0,0
5476,B,Flight,4,192,3,medium,F,3,4922,0,0
5477,C,Flight,4,263,4,medium,F,7,4243,1,1
5478,F,Flight,4,198,6,medium,M,9,5730,1,0
5479,D,Flight,3,225,2,high,M,5,5997,0,0
5480,F,Flight,3,209,2,medium,M,6,5095,1,0
5481,A,Flight,3,222,3,medium,F,8,4650,1,0
5482,B,Flight,3,162,3,medium,M,1,4480,0,1
5483,C,Flight,5,217,2,medium,M,4,4380,1,0
5484,F,Flight,3,252,4,low,F,10,5495,0,0
5485,D,Flight,4,236,3,low,M,8,4132,0,1
5486,F,Flight,4,113,3,medium,F,10,4053,1,1
5487,A,Flight,6,157,6,low,M,1,4631,1,0
5488,B,Flight,5,169,4,low,F,2,4188,0,1
5489,C,Flight,5,268,3,medium,M,2,4459,1,1
5490,F,Flight,4,259,7,medium,F,4,5102,0,0
5491,D,Flight,3,135,7,medium,M,8,4901,0,0
5492,F,Flight,4,196,5,low,F,6,4258,0,0
5493,A,Flight,5,132,2,high,M,6,4392,0,1
5494,B,Flight,3,256,2,medium,F,4,5368,1,1
5495,C,Flight,3,240,8,low,F,9,4908,0,0
5496,F,Flight,2,225,7,high,M,9,4947,1,0
5497,D,Flight,5,205,3,low,F,2,4270,0,0
5498,F,Ship,4,146,3,low,M,10,4472,1,0
5499,A,Ship,7,281,4,low,M,1,1215,1,0
5500,B,Ship,6,256,4,low,F,9,1676,0,0
5501,C,Ship,6,304,4,low,M,7,1226,1,0
5502,F,Ship,6,285,4,medium,M,6,1016,1,0
5503,D,Ship,7,283,5,low,F,10,1722,1,0
5504,F,Ship,6,304,4,low,F,6,1864,1,1
5505,A,Ship,6,282,4,medium,M,8,1553,0,0
5506,B,Ship,6,304,5,medium,F,10,1254,1,0
5507,C,Ship,6,301,5,medium,F,7,1209,1,1
5508,F,Ship,7,296,4,low,M,4,1446,0,0
5509,D,Ship,6,264,4,low,F,4,1822,1,1
5510,F,Ship,6,304,4,low,M,6,1342,0,0
5511,A,Ship,6,305,4,low,M,8,1015,0,0
5512,B,Ship,6,309,4,low,M,7,1941,0,0
5513,C,Ship,6,266,4,medium,F,6,1312,1,1
5514,F,Ship,4,233,4,low,M,2,1809,0,0
5515,D,Ship,5,287,4,low,M,2,1437,0,0
5516,F,Ship,6,268,4,low,M,10,1170,0,1
5517,A,Ship,6,290,4,medium,M,2,1070,1,0
5518,B,Ship,7,291,4,high,M,4,1248,1,0
5519,C,Ship,5,227,5,medium,M,2,1965,0,0
5520,F,Ship,3,222,2,low,M,9,1321,0,1
5521,D,Ship,6,301,4,medium,F,2,1943,0,1
5522,F,Ship,6,304,4,medium,F,10,1983,1,0
5523,A,Ship,4,133,3,low,M,2,1212,1,0
5524,B,Ship,4,218,5,low,F,5,1238,0,0
5525,C,Ship,5,304,5,low,F,8,1949,1,1
5526,F,Ship,6,260,4,medium,M,9,1698,1,0
5527,D,Ship,6,252,4,low,F,9,1460,0,1
5528,F,Ship,4,253,5,low,M,5,1812,0,0
5529,A,Ship,6,248,4,low,F,6,1851,0,0
5530,B,Ship,5,237,5,medium,F,4,1733,1,0
5531,C,Ship,5,264,5,medium,F,5,1399,0,0
5532,F,Ship,6,308,4,medium,M,1,1216,1,0
5533,D,Ship,7,270,4,medium,F,10,1211,0,0
5534,F,Ship,6,269,4,medium,F,6,1822,1,0
5535,A,Ship,6,271,4,low,F,9,1302,0,0
5536,B,Ship,7,244,5,medium,F,3,1418,1,0
5537,C,Ship,6,245,4,low,F,8,1904,0,0
5538,F,Ship,5,219,5,low,M,5,1388,1,0
5539,D,Ship,6,257,4,low,F,4,1929,1,0
5540,F,Ship,3,226,3,low,M,4,5048,0,0
5541,A,Ship,4,200,2,low,M,5,5783,0,0
5542,B,Ship,4,260,2,low,M,3,5801,0,0
5543,C,Ship,3,142,2,medium,F,7,5346,0,0
5544,F,Ship,5,193,5,medium,M,3,5888,0,0
5545,D,Ship,5,180,3,medium,M,1,4655,1,0
5546,F,Ship,4,232,3,medium,F,8,5298,1,0
5547,A,Ship,3,148,2,low,F,1,4133,1,0
5548,B,Ship,5,205,4,low,M,9,4277,0,0
5549,C,Ship,3,212,3,medium,F,3,4811,0,0
5550,F,Ship,3,168,2,medium,M,9,5235,1,0
5551,D,Ship,3,145,2,low,F,2,4232,1,1
5552,F,Ship,3,253,3,medium,M,9,5979,1,1
5553,A,Ship,3,143,2,low,F,6,4253,0,1
5554,B,Ship,4,267,5,low,M,9,4720,1,0
5555,C,Ship,6,123,5,medium,M,5,5323,1,0
5556,F,Ship,5,106,5,medium,F,4,4180,0,0
5557,D,Ship,2,249,3,low,F,3,4129,1,0
5558,F,Ship,5,178,2,low,F,5,4369,0,0
5559,A,Ship,4,148,4,low,F,1,4243,0,0
5560,B,Ship,4,144,4,medium,M,6,5197,1,0
5561,C,Ship,3,249,2,low,F,2,5572,1,0
5562,F,Ship,5,128,3,low,M,9,5143,1,1
5563,D,Ship,4,228,4,high,M,1,5573,0,0
5564,F,Ship,3,242,2,low,F,10,5559,1,0
5565,A,Ship,4,272,3,medium,F,1,4933,1,0
5566,B,Ship,4,173,2,medium,F,8,4893,0,0
5567,C,Ship,3,189,6,low,M,7,4329,0,0
5568,F,Ship,4,245,2,low,M,3,4000,0,0
5569,D,Ship,4,211,3,high,M,5,5757,1,0
5570,F,Ship,2,214,3,high,M,1,4391,0,0
5571,A,Ship,5,215,2,low,F,1,5669,0,0
5572,B,Ship,3,248,2,medium,M,1,5703,0,0
5573,C,Ship,3,225,3,medium,M,2,4284,0,0
5574,F,Ship,5,120,3,low,M,7,4381,1,0
5575,D,Ship,5,243,3,low,F,8,4133,1,0
5576,F,Ship,3,214,2,low,M,10,4794,0,0
5577,A,Ship,3,144,3,low,F,8,5221,1,0
5578,B,Ship,3,242,6,low,M,10,5493,1,0
5579,C,Ship,4,160,5,medium,F,3,4648,1,1
5580,F,Ship,5,139,4,medium,F,3,4433,1,1
5581,D,Ship,3,221,4,medium,F,8,5971,0,0
5582,F,Ship,5,266,2,medium,M,7,5712,1,1
5583,A,Ship,5,140,4,low,F,10,4528,0,0
5584,B,Ship,4,134,2,low,M,1,5209,1,0
5585,C,Ship,3,260,2,low,M,7,5738,0,0
5586,F,Ship,5,261,6,medium,F,4,5349,0,0
5587,D,Ship,5,274,4,medium,F,7,4929,0,0
5588,F,Ship,4,263,3,medium,M,3,4020,0,1
5589,A,Ship,4,189,4,medium,F,9,5838,1,0
5590,B,Ship,4,257,2,low,M,3,5394,0,1
5591,C,Road,5,195,4,medium,M,1,4482,0,1
5592,F,Road,2,201,3,medium,M,5,5733,1,0
5593,D,Road,4,264,4,medium,M,9,5186,0,0
5594,F,Road,3,180,2,high,M,10,4024,0,0
5595,A,Road,3,220,3,low,F,6,5572,1,0
5596,B,Road,5,113,3,medium,F,6,5509,1,0
5597,C,Road,4,168,2,high,F,9,5684,0,0
5598,F,Road,5,251,3,low,M,9,4298,1,0
5599,D,Road,4,245,3,medium,F,2,4835,1,0
5600,F,Road,4,164,4,medium,F,1,4365,1,0
5601,A,Road,3,232,2,medium,M,4,5806,1,0
5602,B,Road,4,138,3,high,M,2,5358,0,0
5603,C,Road,4,233,3,low,F,3,5740,1,0
5604,F,Road,4,150,2,medium,F,1,4711,1,0
5605,D,Road,3,253,2,medium,M,7,5846,0,1
5606,F,Road,4,179,3,medium,M,5,4061,1,0
5607,A,Road,5,135,2,medium,M,4,5405,0,0
5608,B,Road,3,166,2,medium,F,9,5853,1,0
5609,C,Road,3,196,2,medium,F,5,4342,1,0
5610,F,Road,4,238,2,low,F,4,4337,1,0
5611,D,Road,2,159,6,low,F,6,4044,0,0
5612,F,Road,3,226,2,medium,M,3,4208,1,1
5613,A,Flight,5,182,5,high,F,6,5398,0,0
5614,B,Flight,5,173,3,low,M,4,5265,1,1
5615,C,Flight,3,257,5,low,M,5,4130,1,0
5616,F,Flight,2,223,3,low,F,9,5653,0,0
5617,D,Flight,4,194,3,low,F,3,5174,0,0
5618,F,Flight,5,281,3,low,F,10,5675,0,0
5619,A,Flight,5,236,3,medium,F,1,5711,0,0
5620,B,Flight,3,165,4,low,M,6,4795,1,1
5621,C,Flight,4,200,2,low,F,8,4222,0,0
5622,F,Flight,3,168,4,low,F,2,4541,1,0
5623,D,Flight,4,266,6,medium,F,5,5209,0,0
5624,F,Flight,2,226,2,medium,F,1,5576,0,0
5625,A,Flight,5,143,2,medium,M,5,5612,1,0
5626,B,Flight,4,116,3,low,F,2,5602,1,0
5627,C,Flight,4,139,2,high,F,9,4446,1,0
5628,F,Flight,4,248,2,medium,F,2,4700,0,0
5629,D,Flight,5,135,2,low,M,5,5834,0,0
5630,F,Flight,4,265,2,medium,F,9,4106,0,0
5631,A,Flight,5,175,6,medium,F,2,4995,1,1
5632,B,Flight,6,256,3,medium,M,1,4435,1,0
5633,C,Flight,5,217,2,medium,F,3,5925,0,0
5634,F,Flight,4,203,3,medium,M,8,4443,0,0
5635,D,Ship,3,145,2,high,F,5,5513,0,0
5636,F,Ship,3,268,3,low,M,9,4215,0,0
5637,A,Ship,4,206,2,medium,F,10,4437,0,1
5638,B,Ship,3,215,3,medium,F,10,4198,1,0
5639,C,Ship,4,177,3,medium,F,5,4382,0,0
5640,F,Ship,3,183,3,low,F,3,5538,0,0
5641,D,Ship,4,227,5,medium,M,6,4618,0,0
5642,F,Ship,4,209,4,medium,F,1,5057,0,0
5643,A,Ship,4,193,3,low,M,5,5090,1,0
5644,B,Ship,4,144,2,low,M,5,4380,1,0
5645,C,Ship,4,192,3,low,F,3,4130,1,0
5646,F,Ship,2,247,4,low,M,5,5725,0,0
5647,D,Ship,3,199,4,medium,F,6,5207,0,0
5648,F,Ship,6,273,5,medium,M,10,5756,1,1
5649,A,Ship,3,232,4,low,F,4,4662,1,0
5650,B,Ship,3,214,3,low,F,6,5319,0,1
5651,C,Ship,5,156,2,low,M,10,5086,0,0
5652,F,Ship,4,200,3,medium,M,5,5108,0,0
5653,D,Ship,3,196,3,medium,F,9,4741,1,1
5654,F,Ship,5,189,3,medium,F,7,5830,1,0
5655,A,Ship,5,266,2,low,M,3,4030,0,0
5656,B,Ship,4,198,2,medium,M,2,5725,1,0
5657,C,Ship,4,144,2,low,M,2,4978,0,1
5658,F,Ship,4,217,5,medium,M,6,5891,1,0
5659,D,Ship,5,169,4,medium,M,4,4541,0,0
5660,F,Ship,3,153,4,medium,F,1,4608,0,0
5661,A,Ship,4,152,2,medium,F,5,5324,0,0
5662,B,Ship,5,245,5,medium,F,4,4627,0,1
5663,C,Ship,4,237,3,low,M,2,5277,0,0
5664,F,Ship,4,266,2,low,F,8,5516,0,0
